order_date,region,category,revenue,profit,quantity,month,season
2025-03-22,UK,Home & Kitchen,1995,498.75,5,3,Spring
2024-08-05,France,Electronics,458,114.5,2,8,Summer
2025-08-17,USA,Books,160,40.0,2,8,Summer
2022-08-26,Australia,Toys,398,99.5,2,8,Summer
2023-04-07,UK,Electronics,597,149.25,3,4,Spring
2024-05-10,USA,Apparel,330,82.5,3,5,Spring
2023-03-12,India,Sports,745,186.25,5,3,Spring
2024-02-05,Germany,Sports,125,31.25,5,2,Winter
2024-06-28,Japan,Toys,118,29.5,2,6,Summer
2023-03-26,UK,Electronics,458,114.5,2,3,Spring
2025-06-24,USA,Apparel,240,60.0,2,6,Summer
2024-11-29,Japan,Electronics,229,57.25,1,11,Autumn
2024-12-08,Canada,Electronics,458,114.5,2,12,Winter
2023-04-04,China,Apparel,118,29.5,2,4,Spring
2025-01-12,USA,Home & Kitchen,798,199.5,2,1,Winter
2023-08-14,USA,Books,80,20.0,1,8,Summer
2025-06-12,USA,Toys,398,99.5,2,6,Summer
2025-08-04,Japan,Electronics,597,149.25,3,8,Summer
2024-03-20,UK,Apparel,236,59.0,4,3,Spring
2023-07-05,India,Home & Kitchen,99,24.75,1,7,Summer
2024-04-01,Japan,Sports,745,186.25,5,4,Spring
2025-06-25,Japan,Sports,447,111.75,3,6,Summer
2023-10-19,China,Books,240,60.0,3,10,Autumn
2025-03-23,Canada,Electronics,1798,449.5,2,3,Spring
2023-03-01,India,Books,320,80.0,4,3,Spring
2025-01-13,China,Toys,796,199.0,4,1,Winter
2024-10-26,Germany,Books,387,96.75,3,10,Autumn
2023-08-05,Australia,Home & Kitchen,495,123.75,5,8,Summer
2024-05-29,Germany,Toys,597,149.25,3,5,Spring
2025-01-23,India,Home & Kitchen,399,99.75,1,1,Winter
2025-06-09,UK,Apparel,480,120.0,4,6,Summer
2024-12-25,Australia,Electronics,199,49.75,1,12,Winter
2022-09-22,China,Books,240,60.0,3,9,Autumn
2024-07-02,Australia,Sports,25,6.25,1,7,Summer
2024-03-25,Japan,Apparel,118,29.5,2,3,Spring
2022-11-08,Japan,Apparel,480,120.0,4,11,Autumn
2025-01-14,Brazil,Electronics,1145,286.25,5,1,Winter
2023-07-20,Germany,Electronics,4495,1123.75,5,7,Summer
2022-08-29,Australia,Electronics,3596,899.0,4,8,Summer
2025-04-23,Canada,Electronics,199,49.75,1,4,Spring
2024-12-15,China,Home & Kitchen,1197,299.25,3,12,Winter
2023-11-29,Japan,Apparel,118,29.5,2,11,Autumn
2024-06-23,UK,Home & Kitchen,798,199.5,2,6,Summer
2023-10-17,USA,Toys,236,59.0,4,10,Autumn
2023-12-28,Japan,Toys,236,59.0,4,12,Winter
2022-11-15,India,Electronics,4495,1123.75,5,11,Autumn
2023-08-30,Germany,Electronics,199,49.75,1,8,Summer
2024-07-26,USA,Sports,50,12.5,2,7,Summer
2023-01-04,China,Apparel,240,60.0,2,1,Winter
2024-07-12,Brazil,Electronics,796,199.0,4,7,Summer
2024-02-10,Brazil,Books,129,32.25,1,2,Winter
2025-07-11,China,Toys,177,44.25,3,7,Summer
2023-04-09,USA,Sports,50,12.5,2,4,Spring
2022-10-28,USA,Apparel,330,82.5,3,10,Autumn
2023-10-07,Australia,Electronics,4495,1123.75,5,10,Autumn
2023-02-03,Australia,Home & Kitchen,1197,299.25,3,2,Winter
2025-01-10,Australia,Electronics,1998,499.5,2,1,Winter
2023-06-10,France,Toys,995,248.75,5,6,Summer
2024-03-31,France,Apparel,295,73.75,5,3,Spring
2022-10-13,Canada,Electronics,916,229.0,4,10,Autumn
2023-05-04,Brazil,Electronics,1145,286.25,5,5,Spring
2023-01-13,Japan,Apparel,59,14.75,1,1,Winter
2023-08-11,Brazil,Electronics,199,49.75,1,8,Summer
2024-11-24,India,Electronics,458,114.5,2,11,Autumn
2023-12-12,UK,Toys,59,14.75,1,12,Winter
2024-11-06,Germany,Electronics,1998,499.5,2,11,Autumn
2024-06-23,Germany,Electronics,2697,674.25,3,6,Summer
2023-12-18,Brazil,Books,240,60.0,3,12,Winter
2024-01-02,USA,Home & Kitchen,1995,498.75,5,1,Winter
2025-08-21,China,Home & Kitchen,1197,299.25,3,8,Summer
2024-12-16,USA,Books,387,96.75,3,12,Winter
2024-05-27,UK,Sports,298,74.5,2,5,Spring
2022-09-05,Germany,Home & Kitchen,495,123.75,5,9,Autumn
2023-11-13,USA,Books,129,32.25,1,11,Autumn
2023-02-18,Brazil,Electronics,2697,674.25,3,2,Winter
2023-10-31,India,Home & Kitchen,396,99.0,4,10,Autumn
2022-09-08,USA,Books,320,80.0,4,9,Autumn
2025-03-21,Canada,Electronics,899,224.75,1,3,Spring
2025-01-17,Japan,Sports,447,111.75,3,1,Winter
2023-12-03,Japan,Home & Kitchen,1596,399.0,4,12,Winter
2025-03-27,Brazil,Toys,199,49.75,1,3,Spring
2023-02-26,UK,Home & Kitchen,1197,299.25,3,2,Winter
2023-09-27,USA,Electronics,796,199.0,4,9,Autumn
2023-09-09,India,Electronics,1145,286.25,5,9,Autumn
2025-01-22,France,Books,80,20.0,1,1,Winter
2024-11-02,Japan,Home & Kitchen,396,99.0,4,11,Autumn
2023-08-20,Australia,Sports,75,18.75,3,8,Summer
2024-03-22,Germany,Apparel,220,55.0,2,3,Spring
2023-01-09,Germany,Books,129,32.25,1,1,Winter
2022-09-05,Brazil,Sports,447,111.75,3,9,Autumn
2024-11-09,USA,Sports,149,37.25,1,11,Autumn
2024-12-10,Australia,Electronics,199,49.75,1,12,Winter
2024-11-03,Australia,Electronics,796,199.0,4,11,Autumn
2023-05-19,Brazil,Sports,100,25.0,4,5,Spring
2023-11-03,Canada,Home & Kitchen,1995,498.75,5,11,Autumn
2022-10-26,UK,Home & Kitchen,495,123.75,5,10,Autumn
2022-12-14,Brazil,Home & Kitchen,495,123.75,5,12,Winter
2023-09-21,USA,Electronics,1798,449.5,2,9,Autumn
2024-10-26,UK,Sports,447,111.75,3,10,Autumn
2023-01-21,Japan,Toys,177,44.25,3,1,Winter
2025-01-28,UK,Electronics,229,57.25,1,1,Winter
2023-08-27,France,Books,645,161.25,5,8,Summer
2024-05-02,Australia,Electronics,458,114.5,2,5,Spring
2023-08-08,Brazil,Electronics,199,49.75,1,8,Summer
2024-04-26,Japan,Home & Kitchen,399,99.75,1,4,Spring
2023-12-25,Australia,Sports,125,31.25,5,12,Winter
2023-07-02,France,Apparel,177,44.25,3,7,Summer
2024-04-12,France,Electronics,2997,749.25,3,4,Spring
2024-11-06,Canada,Electronics,916,229.0,4,11,Autumn
2023-08-21,UK,Sports,447,111.75,3,8,Summer
2023-03-07,Germany,Books,129,32.25,1,3,Spring
2023-04-08,Canada,Apparel,295,73.75,5,4,Spring
2023-11-30,India,Electronics,899,224.75,1,11,Autumn
2025-03-03,Canada,Toys,398,99.5,2,3,Spring
2024-12-05,India,Electronics,995,248.75,5,12,Winter
2024-02-18,UK,Apparel,240,60.0,2,2,Winter
2023-08-28,Germany,Books,160,40.0,2,8,Summer
2023-01-31,Japan,Electronics,458,114.5,2,1,Winter
2023-05-07,Germany,Toys,236,59.0,4,5,Spring
2024-04-09,Germany,Electronics,2697,674.25,3,4,Spring
2023-09-16,Brazil,Electronics,3596,899.0,4,9,Autumn
2023-06-30,Canada,Home & Kitchen,99,24.75,1,6,Summer
2025-06-21,Australia,Electronics,199,49.75,1,6,Summer
2025-04-13,France,Toys,398,99.5,2,4,Spring
2024-02-12,Australia,Toys,236,59.0,4,2,Winter
2024-03-23,Germany,Books,400,100.0,5,3,Spring
2025-07-24,India,Sports,298,74.5,2,7,Summer
2023-04-22,USA,Apparel,550,137.5,5,4,Spring
2024-02-02,France,Electronics,2697,674.25,3,2,Winter
2025-07-15,Germany,Electronics,3596,899.0,4,7,Summer
2024-05-29,Canada,Apparel,360,90.0,3,5,Spring
2025-03-20,France,Electronics,199,49.75,1,3,Spring
2025-06-02,China,Apparel,220,55.0,2,6,Summer
2024-04-17,Japan,Home & Kitchen,99,24.75,1,4,Spring
2023-11-27,Brazil,Electronics,4995,1248.75,5,11,Autumn
2024-08-29,Canada,Electronics,597,149.25,3,8,Summer
2023-10-03,UK,Apparel,118,29.5,2,10,Autumn
2025-07-06,China,Toys,995,248.75,5,7,Summer
2025-08-19,Japan,Electronics,597,149.25,3,8,Summer
2023-08-09,China,Electronics,597,149.25,3,8,Summer
2025-07-31,Brazil,Toys,796,199.0,4,7,Summer
2023-03-28,Germany,Home & Kitchen,198,49.5,2,3,Spring
2023-03-08,UK,Electronics,458,114.5,2,3,Spring
2025-01-14,Brazil,Electronics,796,199.0,4,1,Winter
2024-05-31,India,Sports,100,25.0,4,5,Spring
2024-07-27,Japan,Apparel,120,30.0,1,7,Summer
2025-04-24,Brazil,Electronics,796,199.0,4,4,Spring
2023-04-30,USA,Apparel,118,29.5,2,4,Spring
2023-12-03,India,Apparel,360,90.0,3,12,Winter
2025-03-09,China,Home & Kitchen,297,74.25,3,3,Spring
2023-07-08,Canada,Sports,75,18.75,3,7,Summer
2023-06-07,Germany,Electronics,229,57.25,1,6,Summer
2022-11-01,Australia,Electronics,597,149.25,3,11,Autumn
2022-08-28,China,Sports,149,37.25,1,8,Summer
2024-09-30,Germany,Sports,745,186.25,5,9,Autumn
2024-08-24,USA,Home & Kitchen,297,74.25,3,8,Summer
2024-01-25,France,Electronics,1798,449.5,2,1,Winter
2024-03-16,UK,Books,80,20.0,1,3,Spring
2022-10-05,USA,Electronics,458,114.5,2,10,Autumn
2023-08-08,India,Toys,59,14.75,1,8,Summer
2024-06-08,Japan,Electronics,199,49.75,1,6,Summer
2024-11-02,India,Books,387,96.75,3,11,Autumn
2022-11-18,Brazil,Books,645,161.25,5,11,Autumn
2023-05-07,Canada,Sports,75,18.75,3,5,Spring
2023-05-19,UK,Books,387,96.75,3,5,Spring
2023-07-13,China,Toys,177,44.25,3,7,Summer
2022-10-10,Australia,Sports,100,25.0,4,10,Autumn
2023-03-30,UK,Toys,398,99.5,2,3,Spring
2024-04-16,USA,Books,240,60.0,3,4,Spring
2023-08-02,China,Electronics,1145,286.25,5,8,Summer
2024-03-05,Australia,Books,258,64.5,2,3,Spring
2024-02-15,France,Sports,100,25.0,4,2,Winter
2023-11-03,USA,Electronics,458,114.5,2,11,Autumn
2023-03-30,China,Electronics,1998,499.5,2,3,Spring
2023-06-20,Germany,Home & Kitchen,798,199.5,2,6,Summer
2024-02-18,China,Toys,59,14.75,1,2,Winter
2024-11-13,Australia,Sports,149,37.25,1,11,Autumn
2024-10-21,Germany,Home & Kitchen,198,49.5,2,10,Autumn
2023-02-25,UK,Home & Kitchen,1197,299.25,3,2,Winter
2023-06-05,Canada,Electronics,2697,674.25,3,6,Summer
2024-10-06,Germany,Electronics,687,171.75,3,10,Autumn
2023-08-12,Canada,Apparel,220,55.0,2,8,Summer
2022-12-26,USA,Sports,596,149.0,4,12,Winter
2023-03-19,China,Books,129,32.25,1,3,Spring
2024-08-26,India,Electronics,1998,499.5,2,8,Summer
2024-02-03,France,Apparel,177,44.25,3,2,Winter
2023-12-02,Germany,Sports,25,6.25,1,12,Winter
2024-06-03,Brazil,Home & Kitchen,1596,399.0,4,6,Summer
2023-04-01,USA,Books,258,64.5,2,4,Spring
2024-04-01,Canada,Apparel,240,60.0,2,4,Spring
2025-04-12,UK,Home & Kitchen,1995,498.75,5,4,Spring
2023-08-26,UK,Toys,236,59.0,4,8,Summer
2024-11-18,UK,Home & Kitchen,396,99.0,4,11,Autumn
2025-05-15,Germany,Apparel,59,14.75,1,5,Spring
2023-03-04,Canada,Home & Kitchen,495,123.75,5,3,Spring
2023-12-24,Australia,Electronics,796,199.0,4,12,Winter
2025-03-24,Japan,Electronics,4995,1248.75,5,3,Spring
2024-06-12,USA,Apparel,600,150.0,5,6,Summer
2023-08-05,Brazil,Electronics,4995,1248.75,5,8,Summer
2024-09-18,Australia,Electronics,999,249.75,1,9,Autumn
2022-10-20,Germany,Home & Kitchen,1596,399.0,4,10,Autumn
2024-03-09,Brazil,Toys,597,149.25,3,3,Spring
2024-07-03,UK,Electronics,687,171.75,3,7,Summer
2023-08-11,France,Apparel,550,137.5,5,8,Summer
2024-03-13,USA,Apparel,118,29.5,2,3,Spring
2022-12-04,Canada,Books,320,80.0,4,12,Winter
2023-01-02,Canada,Books,387,96.75,3,1,Winter
2024-07-17,India,Home & Kitchen,399,99.75,1,7,Summer
2023-10-03,UK,Sports,125,31.25,5,10,Autumn
2024-08-09,India,Electronics,1998,499.5,2,8,Summer
2023-08-06,France,Apparel,110,27.5,1,8,Summer
2024-07-05,Australia,Toys,59,14.75,1,7,Summer
2024-03-07,Brazil,Apparel,440,110.0,4,3,Spring
2024-10-04,Australia,Sports,125,31.25,5,10,Autumn
2022-10-23,Canada,Electronics,999,249.75,1,10,Autumn
2024-01-22,Canada,Apparel,120,30.0,1,1,Winter
2024-09-28,France,Home & Kitchen,297,74.25,3,9,Autumn
2025-05-16,China,Electronics,4495,1123.75,5,5,Spring
2025-02-23,France,Home & Kitchen,399,99.75,1,2,Winter
2025-01-23,Australia,Electronics,229,57.25,1,1,Winter
2024-12-01,Japan,Sports,75,18.75,3,12,Winter
2023-03-30,Australia,Electronics,999,249.75,1,3,Spring
2024-12-12,Brazil,Books,320,80.0,4,12,Winter
2024-05-28,Canada,Apparel,177,44.25,3,5,Spring
2023-05-02,UK,Apparel,177,44.25,3,5,Spring
2023-05-15,Australia,Electronics,999,249.75,1,5,Spring
2025-05-20,Brazil,Toys,295,73.75,5,5,Spring
2023-06-19,France,Books,129,32.25,1,6,Summer
2024-07-23,UK,Electronics,899,224.75,1,7,Summer
2025-05-04,Canada,Sports,25,6.25,1,5,Spring
2023-06-12,Brazil,Electronics,458,114.5,2,6,Summer
2022-09-23,Canada,Books,80,20.0,1,9,Autumn
2023-09-08,India,Toys,995,248.75,5,9,Autumn
2025-02-22,Australia,Home & Kitchen,198,49.5,2,2,Winter
2024-08-13,Brazil,Electronics,899,224.75,1,8,Summer
2025-01-20,Australia,Apparel,480,120.0,4,1,Winter
2023-04-10,Germany,Apparel,550,137.5,5,4,Spring
2024-04-06,Canada,Toys,398,99.5,2,4,Spring
2024-08-26,UK,Apparel,59,14.75,1,8,Summer
2025-03-01,France,Sports,25,6.25,1,3,Spring
2023-05-01,Australia,Electronics,1998,499.5,2,5,Spring
2025-03-17,Canada,Books,80,20.0,1,3,Spring
2023-02-15,France,Sports,75,18.75,3,2,Winter
2024-10-05,USA,Apparel,360,90.0,3,10,Autumn
2024-03-24,France,Sports,125,31.25,5,3,Spring
2023-05-17,Brazil,Home & Kitchen,1197,299.25,3,5,Spring
2025-08-08,Canada,Home & Kitchen,1596,399.0,4,8,Summer
2022-08-28,France,Electronics,916,229.0,4,8,Summer
2025-05-02,India,Apparel,440,110.0,4,5,Spring
2024-08-01,Canada,Apparel,110,27.5,1,8,Summer
2025-06-04,Australia,Home & Kitchen,198,49.5,2,6,Summer
2025-01-09,France,Sports,50,12.5,2,1,Winter
2025-01-05,China,Books,320,80.0,4,1,Winter
2025-06-02,Canada,Apparel,120,30.0,1,6,Summer
2024-05-27,UK,Apparel,120,30.0,1,5,Spring
2025-07-27,Brazil,Books,645,161.25,5,7,Summer
2023-07-18,Germany,Apparel,177,44.25,3,7,Summer
2023-03-15,China,Toys,236,59.0,4,3,Spring
2023-04-27,UK,Toys,398,99.5,2,4,Spring
2023-09-04,Canada,Electronics,3596,899.0,4,9,Autumn
2023-03-16,France,Toys,236,59.0,4,3,Spring
2023-07-03,Brazil,Apparel,295,73.75,5,7,Summer
2023-04-27,India,Books,129,32.25,1,4,Spring
2025-08-09,Australia,Electronics,995,248.75,5,8,Summer
2024-12-11,Canada,Electronics,1998,499.5,2,12,Winter
2024-02-06,USA,Electronics,4495,1123.75,5,2,Winter
2023-06-16,Japan,Electronics,1798,449.5,2,6,Summer
2023-01-27,UK,Sports,50,12.5,2,1,Winter
2025-05-02,UK,Books,240,60.0,3,5,Spring
2025-05-23,UK,Toys,295,73.75,5,5,Spring
2024-07-13,Japan,Electronics,199,49.75,1,7,Summer
2023-02-05,France,Electronics,4495,1123.75,5,2,Winter
2025-01-16,Japan,Sports,125,31.25,5,1,Winter
2024-05-18,Japan,Toys,295,73.75,5,5,Spring
2024-02-01,India,Toys,199,49.75,1,2,Winter
2022-10-13,Japan,Apparel,110,27.5,1,10,Autumn
2024-10-28,Australia,Home & Kitchen,495,123.75,5,10,Autumn
2023-02-15,Brazil,Sports,125,31.25,5,2,Winter
2023-03-07,China,Sports,596,149.0,4,3,Spring
2023-07-04,UK,Books,258,64.5,2,7,Summer
2025-01-11,Australia,Home & Kitchen,297,74.25,3,1,Winter
2024-06-30,Brazil,Electronics,458,114.5,2,6,Summer
2024-11-22,Germany,Toys,796,199.0,4,11,Autumn
2022-11-14,India,Toys,59,14.75,1,11,Autumn
2025-02-20,Brazil,Apparel,295,73.75,5,2,Winter
2024-05-17,India,Books,516,129.0,4,5,Spring
2025-01-12,USA,Electronics,916,229.0,4,1,Winter
2024-11-08,France,Electronics,229,57.25,1,11,Autumn
2024-06-27,China,Toys,295,73.75,5,6,Summer
2025-02-07,Canada,Toys,796,199.0,4,2,Winter
2022-09-17,Canada,Sports,745,186.25,5,9,Autumn
2024-09-15,USA,Home & Kitchen,399,99.75,1,9,Autumn
2024-01-10,Brazil,Home & Kitchen,1596,399.0,4,1,Winter
2023-11-28,Australia,Electronics,398,99.5,2,11,Autumn
2024-09-21,UK,Home & Kitchen,399,99.75,1,9,Autumn
2024-05-22,Canada,Apparel,240,60.0,2,5,Spring
2023-06-13,Australia,Electronics,796,199.0,4,6,Summer
2023-11-12,France,Toys,177,44.25,3,11,Autumn
2023-01-23,USA,Sports,149,37.25,1,1,Winter
2025-02-01,Canada,Toys,118,29.5,2,2,Winter
2024-09-05,France,Apparel,240,60.0,2,9,Autumn
2025-04-07,China,Home & Kitchen,399,99.75,1,4,Spring
2023-07-24,India,Apparel,110,27.5,1,7,Summer
2024-11-16,USA,Electronics,398,99.5,2,11,Autumn
2024-10-03,Japan,Apparel,360,90.0,3,10,Autumn
2023-10-22,India,Toys,59,14.75,1,10,Autumn
2023-06-29,Brazil,Apparel,120,30.0,1,6,Summer
2025-08-15,UK,Apparel,550,137.5,5,8,Summer
2025-01-09,France,Electronics,229,57.25,1,1,Winter
2024-06-19,UK,Sports,298,74.5,2,6,Summer
2023-07-21,Japan,Books,80,20.0,1,7,Summer
2023-01-04,France,Books,400,100.0,5,1,Winter
2023-03-01,Australia,Books,516,129.0,4,3,Spring
2023-05-01,Canada,Toys,398,99.5,2,5,Spring
2023-02-18,Canada,Sports,100,25.0,4,2,Winter
2023-12-15,Japan,Books,129,32.25,1,12,Winter
2024-03-28,Brazil,Toys,995,248.75,5,3,Spring
2022-12-24,UK,Apparel,440,110.0,4,12,Winter
2023-08-08,Germany,Home & Kitchen,495,123.75,5,8,Summer
2024-04-26,Germany,Electronics,999,249.75,1,4,Spring
2022-11-22,Canada,Electronics,899,224.75,1,11,Autumn
2023-05-16,USA,Toys,118,29.5,2,5,Spring
2023-10-11,Australia,Electronics,597,149.25,3,10,Autumn
2024-08-28,Canada,Sports,298,74.5,2,8,Summer
2022-11-20,China,Apparel,295,73.75,5,11,Autumn
2025-03-20,China,Toys,59,14.75,1,3,Spring
2024-04-27,France,Electronics,687,171.75,3,4,Spring
2024-08-24,Japan,Electronics,4495,1123.75,5,8,Summer
2022-09-29,Canada,Apparel,236,59.0,4,9,Autumn
2023-05-15,France,Books,129,32.25,1,5,Spring
2022-12-26,Canada,Electronics,995,248.75,5,12,Winter
2024-01-04,France,Books,645,161.25,5,1,Winter
2023-01-02,Brazil,Electronics,4495,1123.75,5,1,Winter
2024-12-01,UK,Sports,75,18.75,3,12,Winter
2023-04-27,Canada,Apparel,236,59.0,4,4,Spring
2024-03-08,India,Home & Kitchen,1995,498.75,5,3,Spring
2023-09-07,India,Electronics,3996,999.0,4,9,Autumn
2025-05-16,Japan,Sports,298,74.5,2,5,Spring
2025-03-29,Australia,Home & Kitchen,1995,498.75,5,3,Spring
2024-12-15,USA,Home & Kitchen,1596,399.0,4,12,Winter
2023-04-15,Japan,Apparel,118,29.5,2,4,Spring
2025-07-14,China,Electronics,199,49.75,1,7,Summer
2023-04-16,USA,Toys,398,99.5,2,4,Spring
2022-12-08,China,Apparel,120,30.0,1,12,Winter
2024-04-15,Brazil,Toys,236,59.0,4,4,Spring
2025-03-02,Australia,Sports,745,186.25,5,3,Spring
2025-01-29,USA,Apparel,440,110.0,4,1,Winter
2023-08-05,USA,Books,240,60.0,3,8,Summer
2023-02-24,France,Electronics,1145,286.25,5,2,Winter
2025-01-08,USA,Electronics,3996,999.0,4,1,Winter
2023-04-08,Canada,Apparel,440,110.0,4,4,Spring
2025-01-24,USA,Home & Kitchen,495,123.75,5,1,Winter
2022-10-12,Japan,Apparel,480,120.0,4,10,Autumn
2023-05-27,China,Electronics,2997,749.25,3,5,Spring
2024-10-21,Brazil,Electronics,796,199.0,4,10,Autumn
2025-02-21,UK,Sports,50,12.5,2,2,Winter
2025-07-27,China,Books,240,60.0,3,7,Summer
2025-07-04,Japan,Books,258,64.5,2,7,Summer
2024-03-25,India,Electronics,398,99.5,2,3,Spring
2023-04-21,India,Sports,100,25.0,4,4,Spring
2025-03-14,Japan,Sports,298,74.5,2,3,Spring
2023-05-27,UK,Home & Kitchen,396,99.0,4,5,Spring
2024-10-31,France,Toys,199,49.75,1,10,Autumn
2024-08-18,Japan,Books,129,32.25,1,8,Summer
2022-10-31,India,Books,400,100.0,5,10,Autumn
2024-11-15,Japan,Electronics,3596,899.0,4,11,Autumn
2024-10-08,France,Books,240,60.0,3,10,Autumn
2023-06-08,Germany,Apparel,220,55.0,2,6,Summer
2024-03-30,Germany,Apparel,118,29.5,2,3,Spring
2025-03-19,Australia,Books,240,60.0,3,3,Spring
2023-07-27,Japan,Apparel,59,14.75,1,7,Summer
2023-08-17,France,Home & Kitchen,396,99.0,4,8,Summer
2025-03-09,France,Books,645,161.25,5,3,Spring
2023-03-24,USA,Books,160,40.0,2,3,Spring
2024-07-04,Canada,Books,160,40.0,2,7,Summer
2024-06-02,Brazil,Toys,796,199.0,4,6,Summer
2023-01-23,France,Electronics,2697,674.25,3,1,Winter
2023-03-15,Japan,Apparel,480,120.0,4,3,Spring
2023-01-16,Australia,Home & Kitchen,297,74.25,3,1,Winter
2024-12-30,USA,Home & Kitchen,399,99.75,1,12,Winter
2024-02-02,USA,Apparel,600,150.0,5,2,Winter
2025-01-11,Japan,Toys,118,29.5,2,1,Winter
2023-10-22,USA,Books,129,32.25,1,10,Autumn
2023-11-15,Australia,Sports,50,12.5,2,11,Autumn
2024-08-13,Germany,Books,387,96.75,3,8,Summer
2022-09-23,France,Electronics,1798,449.5,2,9,Autumn
2024-03-13,USA,Toys,796,199.0,4,3,Spring
2024-04-18,Australia,Home & Kitchen,99,24.75,1,4,Spring
2023-05-25,UK,Toys,597,149.25,3,5,Spring
2024-11-26,Australia,Sports,75,18.75,3,11,Autumn
2025-04-17,Australia,Electronics,2997,749.25,3,4,Spring
2023-05-20,USA,Electronics,999,249.75,1,5,Spring
2023-03-23,Germany,Home & Kitchen,1596,399.0,4,3,Spring
2023-05-17,Japan,Sports,447,111.75,3,5,Spring
2024-10-30,Australia,Electronics,995,248.75,5,10,Autumn
2023-04-19,China,Apparel,600,150.0,5,4,Spring
2024-03-14,USA,Home & Kitchen,1995,498.75,5,3,Spring
2025-07-28,USA,Toys,295,73.75,5,7,Summer
2024-06-01,USA,Toys,398,99.5,2,6,Summer
2023-01-12,Australia,Toys,59,14.75,1,1,Winter
2025-06-18,USA,Books,516,129.0,4,6,Summer
2025-05-22,Canada,Sports,125,31.25,5,5,Spring
2023-03-22,Canada,Toys,796,199.0,4,3,Spring
2023-03-27,Japan,Electronics,4495,1123.75,5,3,Spring
2024-05-13,USA,Electronics,1998,499.5,2,5,Spring
2025-02-17,Brazil,Apparel,118,29.5,2,2,Winter
2025-03-06,Canada,Electronics,1145,286.25,5,3,Spring
2024-11-30,Germany,Books,240,60.0,3,11,Autumn
2022-12-19,Canada,Electronics,597,149.25,3,12,Winter
2022-09-28,Brazil,Sports,596,149.0,4,9,Autumn
2025-01-27,Brazil,Home & Kitchen,1995,498.75,5,1,Winter
2022-08-25,France,Books,400,100.0,5,8,Summer
2024-12-15,France,Apparel,120,30.0,1,12,Winter
2022-11-29,UK,Toys,295,73.75,5,11,Autumn
2022-11-18,Brazil,Sports,100,25.0,4,11,Autumn
2023-03-26,Canada,Books,516,129.0,4,3,Spring
2025-07-30,USA,Sports,75,18.75,3,7,Summer
2025-05-24,China,Apparel,59,14.75,1,5,Spring
2022-11-06,USA,Books,387,96.75,3,11,Autumn
2025-01-27,Brazil,Home & Kitchen,1596,399.0,4,1,Winter
2022-11-05,USA,Books,80,20.0,1,11,Autumn
2025-03-06,China,Electronics,995,248.75,5,3,Spring
2023-08-11,India,Sports,75,18.75,3,8,Summer
2025-04-18,France,Sports,125,31.25,5,4,Spring
2023-11-25,Germany,Toys,796,199.0,4,11,Autumn
2023-03-11,Brazil,Electronics,687,171.75,3,3,Spring
2024-06-15,Australia,Electronics,1998,499.5,2,6,Summer
2024-12-31,Canada,Sports,596,149.0,4,12,Winter
2023-06-23,India,Apparel,120,30.0,1,6,Summer
2023-08-09,UK,Sports,447,111.75,3,8,Summer
2023-02-27,Brazil,Apparel,236,59.0,4,2,Winter
2023-04-04,UK,Electronics,4495,1123.75,5,4,Spring
2024-09-29,UK,Apparel,360,90.0,3,9,Autumn
2024-09-27,Germany,Electronics,3596,899.0,4,9,Autumn
2024-07-01,Japan,Books,240,60.0,3,7,Summer
2023-08-09,China,Books,516,129.0,4,8,Summer
2024-08-21,Canada,Apparel,240,60.0,2,8,Summer
2023-06-25,Japan,Electronics,899,224.75,1,6,Summer
2025-02-19,Brazil,Books,129,32.25,1,2,Winter
2023-08-16,Australia,Apparel,440,110.0,4,8,Summer
2024-07-25,Brazil,Home & Kitchen,399,99.75,1,7,Summer
2023-02-28,USA,Books,240,60.0,3,2,Winter
2023-12-01,Australia,Sports,298,74.5,2,12,Winter
2023-11-18,India,Books,400,100.0,5,11,Autumn
2022-12-08,France,Toys,995,248.75,5,12,Winter
2024-10-30,Canada,Toys,118,29.5,2,10,Autumn
2025-06-15,Australia,Electronics,916,229.0,4,6,Summer
2024-07-21,China,Electronics,2697,674.25,3,7,Summer
2025-05-07,France,Books,160,40.0,2,5,Spring
2024-03-30,USA,Electronics,999,249.75,1,3,Spring
2024-02-24,UK,Home & Kitchen,399,99.75,1,2,Winter
2024-12-21,USA,Electronics,916,229.0,4,12,Winter
2023-05-12,Australia,Electronics,398,99.5,2,5,Spring
2023-09-07,UK,Sports,25,6.25,1,9,Autumn
2023-02-14,USA,Electronics,1798,449.5,2,2,Winter
2023-03-06,China,Apparel,295,73.75,5,3,Spring
2024-05-14,Brazil,Books,516,129.0,4,5,Spring
2024-10-13,India,Books,320,80.0,4,10,Autumn
2024-04-16,Japan,Electronics,597,149.25,3,4,Spring
2023-10-27,China,Sports,75,18.75,3,10,Autumn
2022-11-10,UK,Home & Kitchen,1596,399.0,4,11,Autumn
2023-03-17,Germany,Home & Kitchen,399,99.75,1,3,Spring
2025-05-18,Japan,Books,320,80.0,4,5,Spring
2023-03-16,USA,Apparel,110,27.5,1,3,Spring
2023-12-17,Canada,Electronics,4495,1123.75,5,12,Winter
2024-05-25,Brazil,Toys,995,248.75,5,5,Spring
2023-04-12,France,Electronics,458,114.5,2,4,Spring
2023-02-07,Canada,Apparel,295,73.75,5,2,Winter
2024-09-19,Australia,Home & Kitchen,1197,299.25,3,9,Autumn
